Image.v1,Label,Rights
urn:cite:ecod:codbod85.cb_0085_188v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 188v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 188v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_189r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 189r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 189r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_189v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 189v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 189v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_190r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 190r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 190r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_190v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 190v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 190v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_191r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 191r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 191r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_191v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 191v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 191v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_192r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 192r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 192r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_192v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 192v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 192v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_193r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 193r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 193r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_193v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 193v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 193v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_194r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 194r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 194r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_194v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 194v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 194v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_195r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 195r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 195r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_195v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 195v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 195v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_196r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 196r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 196r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_196v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 196v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 196v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_197r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 197r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 197r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_197v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 197v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 197v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_198r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 198r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 198r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_198v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 198v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 198v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_199r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 199r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 199r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_199v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 199v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 199v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_200r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 200r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 200r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_200v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 200v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 200v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_201r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 201r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 201r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_201v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 201v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 201v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_202r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 202r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 202r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_202v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 202v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 202v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_203r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 203r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 203r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_203v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 203v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 203v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_204r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 204r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 204r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_204v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 204v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 204v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_205r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 205r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 205r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_205v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 205v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 205v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_206r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 206r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 206r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_206v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 206v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 206v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
