URN,ImageReference
urn:cts:greekLit:tlg0012.tlg001.msA:10.566,"urn:cite:hmt:vaimg.VA137RN-0309@0.1882,0.4485,0.4224,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.567,"urn:cite:hmt:vaimg.VA137RN-0309@0.1912,0.4658,0.4044,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.568,"urn:cite:hmt:vaimg.VA137RN-0309@0.1882,0.4838,0.4084,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.569,"urn:cite:hmt:vaimg.VA137RN-0309@0.1892,0.5034,0.4174,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.570,"urn:cite:hmt:vaimg.VA137RN-0309@0.1882,0.5237,0.4174,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.571,"urn:cite:hmt:vaimg.VA137RN-0309@0.1862,0.5402,0.4224,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.572,"urn:cite:hmt:vaimg.VA137RN-0309@0.1832,0.5605,0.4034,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.573,"urn:cite:hmt:vaimg.VA137RN-0309@0.1812,0.5785,0.4314,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.574,"urn:cite:hmt:vaimg.VA137RN-0309@0.1802,0.6003,0.4314,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:10.575,"urn:cite:hmt:vaimg.VA137RN-0309@0.1782,0.6213,0.4314,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:10.576,"urn:cite:hmt:vaimg.VA137RN-0309@0.1812,0.6386,0.4124,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:10.577,"urn:cite:hmt:vaimg.VA137RN-0309@0.1832,0.6574,0.4344,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:10.578,"urn:cite:hmt:vaimg.VA137RN-0309@0.1822,0.6747,0.4414,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.579,"urn:cite:hmt:vaimg.VA137RN-0309@0.1722,0.6927,0.4575,0.0255"
