Sequence	Passage	Sign
2477	urn:cts:greekLit:tlg0012.tlg001.msA:21.155	>
2478	urn:cts:greekLit:tlg0012.tlg001.msA:21.165	>
2479	urn:cts:greekLit:tlg0012.tlg001.msA:21.166	>
2480	urn:cts:greekLit:tlg0012.tlg001.msA:21.169	⸖
2481	urn:cts:greekLit:tlg0012.tlg001.msA:21.172	>
2482	urn:cts:greekLit:tlg0012.tlg001.msA:21.173	>
2483	urn:cts:greekLit:tlg0012.tlg001.msA:21.183	>
2484	urn:cts:greekLit:tlg0012.tlg001.msA:21.185	>
2485	urn:cts:greekLit:tlg0012.tlg001.msA:21.187	>
2486	urn:cts:greekLit:tlg0012.tlg001.msA:21.195	⸖
2487	urn:cts:greekLit:tlg0012.tlg001.msA:21.200	>
2488	urn:cts:greekLit:tlg0012.tlg001.msA:21.218	>
2489	urn:cts:greekLit:tlg0012.tlg001.msA:21.220	>
2490	urn:cts:greekLit:tlg0012.tlg001.msA:21.232	>
2491	urn:cts:greekLit:tlg0012.tlg001.msA:21.246	>
2492	urn:cts:greekLit:tlg0012.tlg001.msA:21.247	>
2493	urn:cts:greekLit:tlg0012.tlg001.msA:21.249	>
2494	urn:cts:greekLit:tlg0012.tlg001.msA:21.252	>
2495	urn:cts:greekLit:tlg0012.tlg001.msA:21.255	>
2496	urn:cts:greekLit:tlg0012.tlg001.msA:21.281	>
2497	urn:cts:greekLit:tlg0012.tlg001.msA:21.282	>
2498	urn:cts:greekLit:tlg0012.tlg001.msA:21.283	>
2499	urn:cts:greekLit:tlg0012.tlg001.msA:21.287	>
2500	urn:cts:greekLit:tlg0012.tlg001.msA:21.290	—
2501	urn:cts:greekLit:tlg0012.tlg001.msA:21.296	>
2502	urn:cts:greekLit:tlg0012.tlg001.msA:21.317	>
2503	urn:cts:greekLit:tlg0012.tlg001.msA:21.319	>
2504	urn:cts:greekLit:tlg0012.tlg001.msA:21.320	>
2505	urn:cts:greekLit:tlg0012.tlg001.msA:21.323	>
2506	urn:cts:greekLit:tlg0012.tlg001.msA:21.331	—
2507	urn:cts:greekLit:tlg0012.tlg001.msA:21.335	⸖
2508	urn:cts:greekLit:tlg0012.tlg001.msA:21.337	>
2509	urn:cts:greekLit:tlg0012.tlg001.msA:21.344	>
2510	urn:cts:greekLit:tlg0012.tlg001.msA:21.345	>
2511	urn:cts:greekLit:tlg0012.tlg001.msA:21.349	>
2512	urn:cts:greekLit:tlg0012.tlg001.msA:21.362	>
2513	urn:cts:greekLit:tlg0012.tlg001.msA:21.366	>
2514	urn:cts:greekLit:tlg0012.tlg001.msA:21.388	>
2515	urn:cts:greekLit:tlg0012.tlg001.msA:21.394	>
2516	urn:cts:greekLit:tlg0012.tlg001.msA:21.397	>
2517	urn:cts:greekLit:tlg0012.tlg001.msA:21.401	>
2518	urn:cts:greekLit:tlg0012.tlg001.msA:21.416	>
2519	urn:cts:greekLit:tlg0012.tlg001.msA:21.421	>
2520	urn:cts:greekLit:tlg0012.tlg001.msA:21.424	>
2521	urn:cts:greekLit:tlg0012.tlg001.msA:21.430	>
2522	urn:cts:greekLit:tlg0012.tlg001.msA:21.444	>
2523	urn:cts:greekLit:tlg0012.tlg001.msA:21.446	>
2524	urn:cts:greekLit:tlg0012.tlg001.msA:21.455	>
2525	urn:cts:greekLit:tlg0012.tlg001.msA:21.471	—
2526	urn:cts:greekLit:tlg0012.tlg001.msA:21.475	—
2527	urn:cts:greekLit:tlg0012.tlg001.msA:21.476	—
2528	urn:cts:greekLit:tlg0012.tlg001.msA:21.477	—
2529	urn:cts:greekLit:tlg0012.tlg001.msA:21.479	>
2530	urn:cts:greekLit:tlg0012.tlg001.msA:21.485	>
2531	urn:cts:greekLit:tlg0012.tlg001.msA:21.487	>
2532	urn:cts:greekLit:tlg0012.tlg001.msA:21.495	>
2533	urn:cts:greekLit:tlg0012.tlg001.msA:21.501	>
2534	urn:cts:greekLit:tlg0012.tlg001.msA:21.511	>
2535	urn:cts:greekLit:tlg0012.tlg001.msA:21.515	>
2536	urn:cts:greekLit:tlg0012.tlg001.msA:21.519	>
2537	urn:cts:greekLit:tlg0012.tlg001.msA:21.524	>
2538	urn:cts:greekLit:tlg0012.tlg001.msA:21.526	>
2539	urn:cts:greekLit:tlg0012.tlg001.msA:21.538	>
2540	urn:cts:greekLit:tlg0012.tlg001.msA:21.541	>
2541	urn:cts:greekLit:tlg0012.tlg001.msA:21.542	>
2542	urn:cts:greekLit:tlg0012.tlg001.msA:21.544	>
2543	urn:cts:greekLit:tlg0012.tlg001.msA:21.550	>
2544	urn:cts:greekLit:tlg0012.tlg001.msA:21.554	—
2545	urn:cts:greekLit:tlg0012.tlg001.msA:21.570	—
2546	urn:cts:greekLit:tlg0012.tlg001.msA:21.575	>
2547	urn:cts:greekLit:tlg0012.tlg001.msA:21.576	>
2548	urn:cts:greekLit:tlg0012.tlg001.msA:21.602	>
2549	urn:cts:greekLit:tlg0012.tlg001.msA:21.606	>
2550	urn:cts:greekLit:tlg0012.tlg001.msA:22.6	>
2551	urn:cts:greekLit:tlg0012.tlg001.msA:22.11	>
2552	urn:cts:greekLit:tlg0012.tlg001.msA:22.23	⸖
2553	urn:cts:greekLit:tlg0012.tlg001.msA:22.26	>
2554	urn:cts:greekLit:tlg0012.tlg001.msA:22.27	>
2555	urn:cts:greekLit:tlg0012.tlg001.msA:22.29	>
2556	urn:cts:greekLit:tlg0012.tlg001.msA:22.31	>
2557	urn:cts:greekLit:tlg0012.tlg001.msA:22.40	>
2558	urn:cts:greekLit:tlg0012.tlg001.msA:22.41	>
2559	urn:cts:greekLit:tlg0012.tlg001.msA:22.49	>
2560	urn:cts:greekLit:tlg0012.tlg001.msA:22.51	>
2561	urn:cts:greekLit:tlg0012.tlg001.msA:22.55	>
2562	urn:cts:greekLit:tlg0012.tlg001.msA:22.66	>
2563	urn:cts:greekLit:tlg0012.tlg001.msA:22.67	>
2564	urn:cts:greekLit:tlg0012.tlg001.msA:22.68	>
2565	urn:cts:greekLit:tlg0012.tlg001.msA:22.80	>
2566	urn:cts:greekLit:tlg0012.tlg001.msA:22.84	>
2567	urn:cts:greekLit:tlg0012.tlg001.msA:22.85	>
2568	urn:cts:greekLit:tlg0012.tlg001.msA:22.88	>
2569	urn:cts:greekLit:tlg0012.tlg001.msA:22.91	>
2570	urn:cts:greekLit:tlg0012.tlg001.msA:22.93	>
2571	urn:cts:greekLit:tlg0012.tlg001.msA:22.110	>
2572	urn:cts:greekLit:tlg0012.tlg001.msA:22.117	>
2573	urn:cts:greekLit:tlg0012.tlg001.msA:22.123	>
2574	urn:cts:greekLit:tlg0012.tlg001.msA:22.124	>
2575	urn:cts:greekLit:tlg0012.tlg001.msA:22.128	>
2576	urn:cts:greekLit:tlg0012.tlg001.msA:22.132	>
2577	urn:cts:greekLit:tlg0012.tlg001.msA:22.141	>
2578	urn:cts:greekLit:tlg0012.tlg001.msA:22.143	>
2579	urn:cts:greekLit:tlg0012.tlg001.msA:22.148	>
2580	urn:cts:greekLit:tlg0012.tlg001.msA:22.151	>
2581	urn:cts:greekLit:tlg0012.tlg001.msA:22.152	>
2582	urn:cts:greekLit:tlg0012.tlg001.msA:22.158	>
2583	urn:cts:greekLit:tlg0012.tlg001.msA:22.161	>
2584	urn:cts:greekLit:tlg0012.tlg001.msA:22.164	>
2585	urn:cts:greekLit:tlg0012.tlg001.msA:22.170	>
2586	urn:cts:greekLit:tlg0012.tlg001.msA:22.183	※
2587	urn:cts:greekLit:tlg0012.tlg001.msA:22.184	※
2588	urn:cts:greekLit:tlg0012.tlg001.msA:22.190	>
2589	urn:cts:greekLit:tlg0012.tlg001.msA:22.194	>
2590	urn:cts:greekLit:tlg0012.tlg001.msA:22.197	>
2591	urn:cts:greekLit:tlg0012.tlg001.msA:22.199	—
2592	urn:cts:greekLit:tlg0012.tlg001.msA:22.200	—
2593	urn:cts:greekLit:tlg0012.tlg001.msA:22.201	—
2594	urn:cts:greekLit:tlg0012.tlg001.msA:22.202	>
2595	urn:cts:greekLit:tlg0012.tlg001.msA:22.208	>
2596	urn:cts:greekLit:tlg0012.tlg001.msA:22.210	>
2597	urn:cts:greekLit:tlg0012.tlg001.msA:22.216	⸖
2598	urn:cts:greekLit:tlg0012.tlg001.msA:22.229	>
2599	urn:cts:greekLit:tlg0012.tlg001.msA:22.250	>
2600	urn:cts:greekLit:tlg0012.tlg001.msA:22.251	>
2601	urn:cts:greekLit:tlg0012.tlg001.msA:22.254	>
2602	urn:cts:greekLit:tlg0012.tlg001.msA:22.255	>
2603	urn:cts:greekLit:tlg0012.tlg001.msA:22.257	>
2604	urn:cts:greekLit:tlg0012.tlg001.msA:22.266	>
2605	urn:cts:greekLit:tlg0012.tlg001.msA:22.286	>
2606	urn:cts:greekLit:tlg0012.tlg001.msA:22.291	>
2607	urn:cts:greekLit:tlg0012.tlg001.msA:22.294	>
2608	urn:cts:greekLit:tlg0012.tlg001.msA:22.304	>
2609	urn:cts:greekLit:tlg0012.tlg001.msA:22.308	>
2610	urn:cts:greekLit:tlg0012.tlg001.msA:22.318	>
2611	urn:cts:greekLit:tlg0012.tlg001.msA:22.322	>
2612	urn:cts:greekLit:tlg0012.tlg001.msA:22.329	—
2613	urn:cts:greekLit:tlg0012.tlg001.msA:22.342	>
2614	urn:cts:greekLit:tlg0012.tlg001.msA:22.343	>
2615	urn:cts:greekLit:tlg0012.tlg001.msA:22.349	>
2616	urn:cts:greekLit:tlg0012.tlg001.msA:22.351	>
2617	urn:cts:greekLit:tlg0012.tlg001.msA:22.354	>
2618	urn:cts:greekLit:tlg0012.tlg001.msA:22.356	>
2619	urn:cts:greekLit:tlg0012.tlg001.msA:22.362	>
2620	urn:cts:greekLit:tlg0012.tlg001.msA:22.375	>
2621	urn:cts:greekLit:tlg0012.tlg001.msA:22.378	⸖
2622	urn:cts:greekLit:tlg0012.tlg001.msA:22.379	>
2623	urn:cts:greekLit:tlg0012.tlg001.msA:22.393	—
2624	urn:cts:greekLit:tlg0012.tlg001.msA:22.394	—
2625	urn:cts:greekLit:tlg0012.tlg001.msA:22.396	>
2626	urn:cts:greekLit:tlg0012.tlg001.msA:22.411	>
2627	urn:cts:greekLit:tlg0012.tlg001.msA:22.440	>
2628	urn:cts:greekLit:tlg0012.tlg001.msA:22.480	>
2629	urn:cts:greekLit:tlg0012.tlg001.msA:22.487	—
2630	urn:cts:greekLit:tlg0012.tlg001.msA:22.488	—
2631	urn:cts:greekLit:tlg0012.tlg001.msA:22.489	>
2632	urn:cts:greekLit:tlg0012.tlg001.msA:22.489	—
2633	urn:cts:greekLit:tlg0012.tlg001.msA:22.490	—
2634	urn:cts:greekLit:tlg0012.tlg001.msA:22.491	—
2635	urn:cts:greekLit:tlg0012.tlg001.msA:22.492	>
2636	urn:cts:greekLit:tlg0012.tlg001.msA:22.492	—
2637	urn:cts:greekLit:tlg0012.tlg001.msA:22.493	—
2638	urn:cts:greekLit:tlg0012.tlg001.msA:22.494	—
2639	urn:cts:greekLit:tlg0012.tlg001.msA:22.495	—
2640	urn:cts:greekLit:tlg0012.tlg001.msA:22.496	—
2641	urn:cts:greekLit:tlg0012.tlg001.msA:22.497	—
2642	urn:cts:greekLit:tlg0012.tlg001.msA:22.498	—
2643	urn:cts:greekLit:tlg0012.tlg001.msA:22.499	—
2644	urn:cts:greekLit:tlg0012.tlg001.msA:22.505	>
2645	urn:cts:greekLit:tlg0012.tlg001.msA:23.7	>
2646	urn:cts:greekLit:tlg0012.tlg001.msA:23.9	>
2647	urn:cts:greekLit:tlg0012.tlg001.msA:23.15	>
2648	urn:cts:greekLit:tlg0012.tlg001.msA:23.16	>
2649	urn:cts:greekLit:tlg0012.tlg001.msA:23.18	>
2650	urn:cts:greekLit:tlg0012.tlg001.msA:23.29	>
2651	urn:cts:greekLit:tlg0012.tlg001.msA:23.34	>
2652	urn:cts:greekLit:tlg0012.tlg001.msA:23.37	>
2653	urn:cts:greekLit:tlg0012.tlg001.msA:23.58	>
2654	urn:cts:greekLit:tlg0012.tlg001.msA:23.63	>
2655	urn:cts:greekLit:tlg0012.tlg001.msA:23.64	>
2656	urn:cts:greekLit:tlg0012.tlg001.msA:23.65	>
2657	urn:cts:greekLit:tlg0012.tlg001.msA:23.71	>
2658	urn:cts:greekLit:tlg0012.tlg001.msA:23.73	>
2659	urn:cts:greekLit:tlg0012.tlg001.msA:23.88	>
2660	urn:cts:greekLit:tlg0012.tlg001.msA:23.91	>
2661	urn:cts:greekLit:tlg0012.tlg001.msA:23.92	—
2662	urn:cts:greekLit:tlg0012.tlg001.msA:23.94	>
2663	urn:cts:greekLit:tlg0012.tlg001.msA:23.104	>
2664	urn:cts:greekLit:tlg0012.tlg001.msA:23.111	>
2665	urn:cts:greekLit:tlg0012.tlg001.msA:23.119	>
2666	urn:cts:greekLit:tlg0012.tlg001.msA:23.132	>
2667	urn:cts:greekLit:tlg0012.tlg001.msA:23.134	>
2668	urn:cts:greekLit:tlg0012.tlg001.msA:23.135	>
2669	urn:cts:greekLit:tlg0012.tlg001.msA:23.139	>
2670	urn:cts:greekLit:tlg0012.tlg001.msA:23.155	>
2671	urn:cts:greekLit:tlg0012.tlg001.msA:23.157	>
2672	urn:cts:greekLit:tlg0012.tlg001.msA:23.160	>
2673	urn:cts:greekLit:tlg0012.tlg001.msA:23.169	>
2674	urn:cts:greekLit:tlg0012.tlg001.msA:23.171	>
2675	urn:cts:greekLit:tlg0012.tlg001.msA:23.183	>
2676	urn:cts:greekLit:tlg0012.tlg001.msA:23.186	>
2677	urn:cts:greekLit:tlg0012.tlg001.msA:23.221	>
2678	urn:cts:greekLit:tlg0012.tlg001.msA:23.226	>
2679	urn:cts:greekLit:tlg0012.tlg001.msA:23.244	>
2680	urn:cts:greekLit:tlg0012.tlg001.msA:23.245	>
2681	urn:cts:greekLit:tlg0012.tlg001.msA:23.256	>
2682	urn:cts:greekLit:tlg0012.tlg001.msA:23.259	—
2683	urn:cts:greekLit:tlg0012.tlg001.msA:23.260	—
2684	urn:cts:greekLit:tlg0012.tlg001.msA:23.261	—
2685	urn:cts:greekLit:tlg0012.tlg001.msA:23.263	>
2686	urn:cts:greekLit:tlg0012.tlg001.msA:23.267	>
2687	urn:cts:greekLit:tlg0012.tlg001.msA:23.269	>
2688	urn:cts:greekLit:tlg0012.tlg001.msA:23.270	>
2689	urn:cts:greekLit:tlg0012.tlg001.msA:23.273	>
2690	urn:cts:greekLit:tlg0012.tlg001.msA:23.276	>
2691	urn:cts:greekLit:tlg0012.tlg001.msA:23.280	>
2692	urn:cts:greekLit:tlg0012.tlg001.msA:23.295	>
2693	urn:cts:greekLit:tlg0012.tlg001.msA:23.296	>
2694	urn:cts:greekLit:tlg0012.tlg001.msA:23.297	>
2695	urn:cts:greekLit:tlg0012.tlg001.msA:23.304	>
2696	urn:cts:greekLit:tlg0012.tlg001.msA:23.307	⸖
2697	urn:cts:greekLit:tlg0012.tlg001.msA:23.311	>
2698	urn:cts:greekLit:tlg0012.tlg001.msA:23.337	>
2699	urn:cts:greekLit:tlg0012.tlg001.msA:23.345	>
2700	urn:cts:greekLit:tlg0012.tlg001.msA:23.358	※
2701	urn:cts:greekLit:tlg0012.tlg001.msA:23.358	>
2702	urn:cts:greekLit:tlg0012.tlg001.msA:23.364	>
2703	urn:cts:greekLit:tlg0012.tlg001.msA:23.372	>
2704	urn:cts:greekLit:tlg0012.tlg001.msA:23.385	>
2705	urn:cts:greekLit:tlg0012.tlg001.msA:23.403	>
2706	urn:cts:greekLit:tlg0012.tlg001.msA:23.405	—
2707	urn:cts:greekLit:tlg0012.tlg001.msA:23.406	—
2708	urn:cts:greekLit:tlg0012.tlg001.msA:23.408	>
2709	urn:cts:greekLit:tlg0012.tlg001.msA:23.411	>
2710	urn:cts:greekLit:tlg0012.tlg001.msA:23.413	>
2711	urn:cts:greekLit:tlg0012.tlg001.msA:23.431	>
2712	urn:cts:greekLit:tlg0012.tlg001.msA:23.454	>
2713	urn:cts:greekLit:tlg0012.tlg001.msA:23.459	>
2714	urn:cts:greekLit:tlg0012.tlg001.msA:23.471	—
2715	urn:cts:greekLit:tlg0012.tlg001.msA:23.479	—
2716	urn:cts:greekLit:tlg0012.tlg001.msA:23.480	>
2717	urn:cts:greekLit:tlg0012.tlg001.msA:23.481	>
2718	urn:cts:greekLit:tlg0012.tlg001.msA:23.485	>
2719	urn:cts:greekLit:tlg0012.tlg001.msA:23.486	>
2720	urn:cts:greekLit:tlg0012.tlg001.msA:23.509	>
2721	urn:cts:greekLit:tlg0012.tlg001.msA:23.512	>
2722	urn:cts:greekLit:tlg0012.tlg001.msA:23.513	>
2723	urn:cts:greekLit:tlg0012.tlg001.msA:23.514	>
2724	urn:cts:greekLit:tlg0012.tlg001.msA:23.518	>
2725	urn:cts:greekLit:tlg0012.tlg001.msA:23.521	>
2726	urn:cts:greekLit:tlg0012.tlg001.msA:23.523	>
2727	urn:cts:greekLit:tlg0012.tlg001.msA:23.527	⸖
2728	urn:cts:greekLit:tlg0012.tlg001.msA:23.531	>
2729	urn:cts:greekLit:tlg0012.tlg001.msA:23.533	>
2730	urn:cts:greekLit:tlg0012.tlg001.msA:23.538	>
2731	urn:cts:greekLit:tlg0012.tlg001.msA:23.543	>
2732	urn:cts:greekLit:tlg0012.tlg001.msA:23.544	>
2733	urn:cts:greekLit:tlg0012.tlg001.msA:23.551	>
2734	urn:cts:greekLit:tlg0012.tlg001.msA:23.552	>
2735	urn:cts:greekLit:tlg0012.tlg001.msA:23.568	>
2736	urn:cts:greekLit:tlg0012.tlg001.msA:23.574	>
2737	urn:cts:greekLit:tlg0012.tlg001.msA:23.581	—
2738	urn:cts:greekLit:tlg0012.tlg001.msA:23.603	>
2739	urn:cts:greekLit:tlg0012.tlg001.msA:23.604	>
2740	urn:cts:greekLit:tlg0012.tlg001.msA:23.621	>
2741	urn:cts:greekLit:tlg0012.tlg001.msA:23.627	>
2742	urn:cts:greekLit:tlg0012.tlg001.msA:23.630	>
2743	urn:cts:greekLit:tlg0012.tlg001.msA:23.634	>
2744	urn:cts:greekLit:tlg0012.tlg001.msA:23.635	>
2745	urn:cts:greekLit:tlg0012.tlg001.msA:23.638	>
2746	urn:cts:greekLit:tlg0012.tlg001.msA:23.642	>
2747	urn:cts:greekLit:tlg0012.tlg001.msA:23.659	>
2748	urn:cts:greekLit:tlg0012.tlg001.msA:23.661	>
2749	urn:cts:greekLit:tlg0012.tlg001.msA:23.679	>
2750	urn:cts:greekLit:tlg0012.tlg001.msA:23.683	>
2751	urn:cts:greekLit:tlg0012.tlg001.msA:23.721	>
2752	urn:cts:greekLit:tlg0012.tlg001.msA:23.725	>
2753	urn:cts:greekLit:tlg0012.tlg001.msA:23.726	>
2754	urn:cts:greekLit:tlg0012.tlg001.msA:23.753	⸖
2755	urn:cts:greekLit:tlg0012.tlg001.msA:23.757	※
2756	urn:cts:greekLit:tlg0012.tlg001.msA:23.757	—
2757	urn:cts:greekLit:tlg0012.tlg001.msA:23.772	※
2758	urn:cts:greekLit:tlg0012.tlg001.msA:23.772	—
2759	urn:cts:greekLit:tlg0012.tlg001.msA:23.791	>
2760	urn:cts:greekLit:tlg0012.tlg001.msA:23.795	>
2761	urn:cts:greekLit:tlg0012.tlg001.msA:23.800	>
2762	urn:cts:greekLit:tlg0012.tlg001.msA:23.804	※
2763	urn:cts:greekLit:tlg0012.tlg001.msA:23.806	—
2764	urn:cts:greekLit:tlg0012.tlg001.msA:23.810	—
2765	urn:cts:greekLit:tlg0012.tlg001.msA:23.822	>
2766	urn:cts:greekLit:tlg0012.tlg001.msA:23.824	—
2767	urn:cts:greekLit:tlg0012.tlg001.msA:23.825	—
2768	urn:cts:greekLit:tlg0012.tlg001.msA:23.826	>
2769	urn:cts:greekLit:tlg0012.tlg001.msA:23.843	※
2770	urn:cts:greekLit:tlg0012.tlg001.msA:23.843	—
2771	urn:cts:greekLit:tlg0012.tlg001.msA:23.845	>
2772	urn:cts:greekLit:tlg0012.tlg001.msA:23.850	>
2773	urn:cts:greekLit:tlg0012.tlg001.msA:23.851	>
2774	urn:cts:greekLit:tlg0012.tlg001.msA:23.855	>
2775	urn:cts:greekLit:tlg0012.tlg001.msA:23.857	>
2776	urn:cts:greekLit:tlg0012.tlg001.msA:23.863	>
2777	urn:cts:greekLit:tlg0012.tlg001.msA:23.870	>
2778	urn:cts:greekLit:tlg0012.tlg001.msA:23.880	>
2779	urn:cts:greekLit:tlg0012.tlg001.msA:23.882	>
2780	urn:cts:greekLit:tlg0012.tlg001.msA:23.886	>
2781	urn:cts:greekLit:tlg0012.tlg001.msA:23.891	>
2782	urn:cts:greekLit:tlg0012.tlg001.msA:24.6	—
2783	urn:cts:greekLit:tlg0012.tlg001.msA:24.7	—
2784	urn:cts:greekLit:tlg0012.tlg001.msA:24.8	—
2785	urn:cts:greekLit:tlg0012.tlg001.msA:24.9	—
2786	urn:cts:greekLit:tlg0012.tlg001.msA:24.15	>
2787	urn:cts:greekLit:tlg0012.tlg001.msA:24.17	>
2788	urn:cts:greekLit:tlg0012.tlg001.msA:24.18	>
2789	urn:cts:greekLit:tlg0012.tlg001.msA:24.20	—
2790	urn:cts:greekLit:tlg0012.tlg001.msA:24.21	—
2791	urn:cts:greekLit:tlg0012.tlg001.msA:24.25	—
2792	urn:cts:greekLit:tlg0012.tlg001.msA:24.26	—
2793	urn:cts:greekLit:tlg0012.tlg001.msA:24.27	—
2794	urn:cts:greekLit:tlg0012.tlg001.msA:24.28	—
2795	urn:cts:greekLit:tlg0012.tlg001.msA:24.29	—
2796	urn:cts:greekLit:tlg0012.tlg001.msA:24.30	—
2797	urn:cts:greekLit:tlg0012.tlg001.msA:24.38	>
2798	urn:cts:greekLit:tlg0012.tlg001.msA:24.45	—
2799	urn:cts:greekLit:tlg0012.tlg001.msA:24.46	>
2800	urn:cts:greekLit:tlg0012.tlg001.msA:24.47	>
2801	urn:cts:greekLit:tlg0012.tlg001.msA:24.54	>
2802	urn:cts:greekLit:tlg0012.tlg001.msA:24.58	>
2803	urn:cts:greekLit:tlg0012.tlg001.msA:24.71	—
2804	urn:cts:greekLit:tlg0012.tlg001.msA:24.72	—
2805	urn:cts:greekLit:tlg0012.tlg001.msA:24.73	—
2806	urn:cts:greekLit:tlg0012.tlg001.msA:24.74	>
2807	urn:cts:greekLit:tlg0012.tlg001.msA:24.77	>
2808	urn:cts:greekLit:tlg0012.tlg001.msA:24.78	>
2809	urn:cts:greekLit:tlg0012.tlg001.msA:24.86	—
2810	urn:cts:greekLit:tlg0012.tlg001.msA:24.100	>
2811	urn:cts:greekLit:tlg0012.tlg001.msA:24.104	>
2812	urn:cts:greekLit:tlg0012.tlg001.msA:24.108	>
2813	urn:cts:greekLit:tlg0012.tlg001.msA:24.109	>
2814	urn:cts:greekLit:tlg0012.tlg001.msA:24.110	>
2815	urn:cts:greekLit:tlg0012.tlg001.msA:24.121	>
2816	urn:cts:greekLit:tlg0012.tlg001.msA:24.124	>
2817	urn:cts:greekLit:tlg0012.tlg001.msA:24.130	—
2818	urn:cts:greekLit:tlg0012.tlg001.msA:24.131	—
2819	urn:cts:greekLit:tlg0012.tlg001.msA:24.132	—
2820	urn:cts:greekLit:tlg0012.tlg001.msA:24.134	>
2821	urn:cts:greekLit:tlg0012.tlg001.msA:24.141	>
2822	urn:cts:greekLit:tlg0012.tlg001.msA:24.143	>
2823	urn:cts:greekLit:tlg0012.tlg001.msA:24.144	>
2824	urn:cts:greekLit:tlg0012.tlg001.msA:24.145	>
2825	urn:cts:greekLit:tlg0012.tlg001.msA:24.151	>
2826	urn:cts:greekLit:tlg0012.tlg001.msA:24.163	>
2827	urn:cts:greekLit:tlg0012.tlg001.msA:24.164	>
2828	urn:cts:greekLit:tlg0012.tlg001.msA:24.172	>
2829	urn:cts:greekLit:tlg0012.tlg001.msA:24.180	>
2830	urn:cts:greekLit:tlg0012.tlg001.msA:24.184	>
2831	urn:cts:greekLit:tlg0012.tlg001.msA:24.205	>
2832	urn:cts:greekLit:tlg0012.tlg001.msA:24.208	>
2833	urn:cts:greekLit:tlg0012.tlg001.msA:24.210	※
2834	urn:cts:greekLit:tlg0012.tlg001.msA:24.215	>
2835	urn:cts:greekLit:tlg0012.tlg001.msA:24.221	>
2836	urn:cts:greekLit:tlg0012.tlg001.msA:24.222	※
2837	urn:cts:greekLit:tlg0012.tlg001.msA:24.228	>
2838	urn:cts:greekLit:tlg0012.tlg001.msA:24.229	>
2839	urn:cts:greekLit:tlg0012.tlg001.msA:24.232	>
2840	urn:cts:greekLit:tlg0012.tlg001.msA:24.241	>
2841	urn:cts:greekLit:tlg0012.tlg001.msA:24.251	>
2842	urn:cts:greekLit:tlg0012.tlg001.msA:24.253	>
2843	urn:cts:greekLit:tlg0012.tlg001.msA:24.257	>
2844	urn:cts:greekLit:tlg0012.tlg001.msA:24.272	>
2845	urn:cts:greekLit:tlg0012.tlg001.msA:24.282	>
2846	urn:cts:greekLit:tlg0012.tlg001.msA:24.293	⸖
2847	urn:cts:greekLit:tlg0012.tlg001.msA:24.304	>
2848	urn:cts:greekLit:tlg0012.tlg001.msA:24.304	—
2849	urn:cts:greekLit:tlg0012.tlg001.msA:24.305	>
2850	urn:cts:greekLit:tlg0012.tlg001.msA:24.306	>
2851	urn:cts:greekLit:tlg0012.tlg001.msA:24.315	>
2852	urn:cts:greekLit:tlg0012.tlg001.msA:24.318	>
2853	urn:cts:greekLit:tlg0012.tlg001.msA:24.331	>
2854	urn:cts:greekLit:tlg0012.tlg001.msA:24.337	>
2855	urn:cts:greekLit:tlg0012.tlg001.msA:24.338	>
2856	urn:cts:greekLit:tlg0012.tlg001.msA:24.339	>
2857	urn:cts:greekLit:tlg0012.tlg001.msA:24.341	※
2858	urn:cts:greekLit:tlg0012.tlg001.msA:24.342	※
2859	urn:cts:greekLit:tlg0012.tlg001.msA:24.367	>
2860	urn:cts:greekLit:tlg0012.tlg001.msA:24.370	>
2861	urn:cts:greekLit:tlg0012.tlg001.msA:24.383	>
2862	urn:cts:greekLit:tlg0012.tlg001.msA:24.394	>
2863	urn:cts:greekLit:tlg0012.tlg001.msA:24.395	>
2864	urn:cts:greekLit:tlg0012.tlg001.msA:24.512	>
2865	urn:cts:greekLit:tlg0012.tlg001.msA:24.514	—
2866	urn:cts:greekLit:tlg0012.tlg001.msA:24.527	>
2867	urn:cts:greekLit:tlg0012.tlg001.msA:24.528	>
2868	urn:cts:greekLit:tlg0012.tlg001.msA:24.544	>
2869	urn:cts:greekLit:tlg0012.tlg001.msA:24.545	>
2870	urn:cts:greekLit:tlg0012.tlg001.msA:24.550	⸖
2871	urn:cts:greekLit:tlg0012.tlg001.msA:24.551	>
2872	urn:cts:greekLit:tlg0012.tlg001.msA:24.556	—
2873	urn:cts:greekLit:tlg0012.tlg001.msA:24.557	—
2874	urn:cts:greekLit:tlg0012.tlg001.msA:24.558	Ͻ
2875	urn:cts:greekLit:tlg0012.tlg001.msA:24.566	>
2876	urn:cts:greekLit:tlg0012.tlg001.msA:24.574	>
2877	urn:cts:greekLit:tlg0012.tlg001.msA:24.577	>
2878	urn:cts:greekLit:tlg0012.tlg001.msA:24.588	>
2879	urn:cts:greekLit:tlg0012.tlg001.msA:24.594	—
2880	urn:cts:greekLit:tlg0012.tlg001.msA:24.595	—
2881	urn:cts:greekLit:tlg0012.tlg001.msA:24.604	>
2882	urn:cts:greekLit:tlg0012.tlg001.msA:24.605	>
2883	urn:cts:greekLit:tlg0012.tlg001.msA:24.613	>
2884	urn:cts:greekLit:tlg0012.tlg001.msA:24.614	—
2885	urn:cts:greekLit:tlg0012.tlg001.msA:24.615	—
2886	urn:cts:greekLit:tlg0012.tlg001.msA:24.616	—
